Permit Number,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Name,Unit,Description,Current Status,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Estimated Cost,Revised Cost,Existing Use,Existing Units,Supervisor District,Proposed Use,Proposed Units,Plansets,Zipcode
201712297618,additions alterations or repairs,12/29/2017,7122,004,701,Randolph,,change of use from limited restaurant to restaurant.,filed,,2.0,2.0,776.0,,food/beverage hndlng,0.0,11.0,food/beverage hndlng,0.0,2.0,94132.0
201409126227,otc alterations permit,09/12/2014,3602,044,246,Hartford,,"replacing existing vinyl windows, visible from the street with wood frame double hung windows with ogees on the upper sash.",issued,,3.0,3.0,2800.0,2800.0,2 family dwelling,2.0,8.0,2 family dwelling,2.0,0.0,94114.0
201701187328,otc alterations permit,01/18/2017,0794,013,582,Birch,,soft story retrofit to comply with soft story on iebc appx a4 calcs,issued,,4.0,4.0,45000.0,45000.0,apartments,8.0,5.0,apartments,8.0,2.0,94102.0
201610140325,additions alterations or repairs,10/14/2016,0303,016,861,Post,,addition of one dwelling unit per ordinance #162-16.,approved,,4.0,4.0,68000.0,68000.0,apartments,16.0,6.0,apartments,17.0,2.0,94109.0
201502027268,otc alterations permit,02/02/2015,0572,004,2037,Larkin,0.0,"kitchen remodel. adding new cabinets, counter top, dishwasher, and sink at the same location. also, adding new tile floor. no alteration of wall, window or door.",issued,,3.0,3.0,7000.0,20159.75,2 family dwelling,2.0,3.0,2 family dwelling,2.0,0.0,94109.0
M471347,otc alterations permit,03/17/2014,1003,036,2807,Clay,,street space,issued,,,,,1.0,,,2.0,,,,94115.0
201401075701,additions alterations or repairs,01/07/2014,3654,041,3950,24th,,installation of 1 non illyminated canvas canopy cover see plans.,issued,,2.0,2.0,20000.0,20000.0,retail sales,0.0,8.0,retail sales,0.0,2.0,94114.0
201408284930,otc alterations permit,08/28/2014,1100,110,22,Beideman,104.0,"replace kitchen cabinets & countertop, upgrade receptacles to gfi.",complete,,2.0,2.0,5000.0,5000.0,apartments,5.0,5.0,apartments,5.0,0.0,94115.0
201306210220,otc alterations permit,06/21/2013,1939,001,1202,Mariner,,reroofing,complete,,2.0,2.0,20000.0,20000.0,apartments,6.0,6.0,apartments,6.0,0.0,94130.0
201407252177,otc alterations permit,07/25/2014,7331,005,700,Brotherhood,,work consists of construciton of rear yard fence @ interior lot of 700 brotherhood way. ref.appl. #201208278254 & 201307010864.,issued,,,,20000.0,26000.0,vacant lot,0.0,7.0,vacant lot,0.0,2.0,94132.0
201404183574,otc alterations permit,04/18/2014,0538,047,2369,Union,1.0,reroofing,complete,,2.0,2.0,10880.0,10880.0,apartments,4.0,2.0,apartments,4.0,0.0,94123.0
M601487,otc alterations permit,07/08/2015,0641,010,1919,Sacramento,,street space,issued,,,,,1.0,,,2.0,,,,94109.0
201503161020,otc alterations permit,03/16/2015,4161,058,999,Carolina,,"replace kitchen cabinet, relocate and add electrical outlets, move plumbing 3' to accomodate sink move. no wall to removed, no structural, finishes & fixtures.",complete,,3.0,3.0,12000.0,18000.0,2 family dwelling,2.0,10.0,2 family dwelling,2.0,0.0,94107.0
201507070762,additions alterations or repairs,07/07/2015,6923,009,885,Head,,add roof to (e) deck.,complete,Y,2.0,2.0,25000.0,25000.0,1 family dwelling,1.0,7.0,1 family dwelling,1.0,2.0,94127.0
201510079168,otc alterations permit,10/07/2015,2808,030,925,Corbett,104.0,replace 1 door with vinyl (not visible from street) and 3 aluminum windows visible from street.  windows will have u-factor of .45,complete,,3.0,3.0,6000.0,6000.0,apartments,26.0,8.0,apartments,26.0,0.0,94131.0
201505085772,sign - erect,05/08/2015,0165,021,799,Battery,,"to erect non-electric, single faced sign.new sign for grilled cheese restaurant.** maher: compliance with ordinance no# 155-13 not required **",issued,,6.0,,1000.0,1000.0,food/beverage hndlng,0.0,3.0,,,2.0,94111.0
M525949,otc alterations permit,10/09/2014,3702,046,1127,Market,,street space,issued,,,,,1.0,,,6.0,,,,94103.0
201411181859,otc alterations permit,11/18/2014,2690,040,4675,18th,,reroofing,issued,,2.0,2.0,14660.0,14660.0,2 family dwelling,2.0,8.0,2 family dwelling,2.0,0.0,94114.0
201501236501,otc alterations permit,01/23/2015,3728,089,1235,Mission,,"revision to app#201312124003. minor changes to partitions, mechanical, plumbing electrical, lighting and ada correction. n/a for the maher.",complete,,4.0,4.0,15000.0,15000.0,office,0.0,6.0,office,0.0,2.0,94103.0
M366869,otc alterations permit,01/16/2013,0295,006,360,Post,,street space,issued,,,,,1.0,,,3.0,,,,94108.0
201707242698,otc alterations permit,07/24/2017,0270,040,555,Pine,,"add 1 new vespa unit,control relays for fan/fsd shutdown, 2 m\new smoke detectoers, 2 new duct detectors, add 1 replace 1 speaker strobe maher not req",complete,,17.0,17.0,5000.0,6401.44,office,0.0,3.0,office,0.0,2.0,94108.0
201407231913,otc alterations permit,07/23/2014,4154,001,1001,Potrero,,"bldg #3: construct of new accessible ramp and stair. demolition of extg walkway with install of new accessible walkway with access to /from parking lot new accessible activator to be installed at extg porch. demo of concrete curb, install of new lights, new planters. n/a maher ordinance#155-13",complete,,,5.0,497250.0,497250.0,,,10.0,office,,2.0,94110.0
M453407,otc alterations permit,12/23/2013,1026,002,2037,Scott,,street space,issued,,,,,1.0,,,2.0,,,,94115.0
201310239974,otc alterations permit,10/23/2013,5517,078,216,Precita,,to obtain final inspection for work approved under pa#2002-0325-2262.  all work is complete.,complete,,2.0,2.0,1.0,1.0,2 family dwelling,2.0,9.0,2 family dwelling,2.0,0.0,94110.0
201504083042,otc alterations permit,04/08/2015,5637,015,697,Peralta,,"reroofing: overlay 1 layer of torch with 1.5in spf with silcon coating and granules. no structural changes less than 2/12 class a, 12 sq.",complete,,2.0,2.0,8750.0,8750.0,1 family dwelling,1.0,9.0,1 family dwelling,1.0,0.0,94110.0
201702078857,otc alterations permit,02/07/2017,0464A,004,3471,Pierce,0.0,soft story retrofit per sfbc chapter 34b engineering criteria 2012 iebc appendix a-4. maher na,complete,,3.0,3.0,50800.0,65000.0,apartments,5.0,2.0,apartments,5.0,2.0,94123.0
M415887,otc alterations permit,08/12/2013,0011,007,2800,Leavenworth,,street space permit,issued,,,,,1.0,,,3.0,,,,94133.0
201512104668,otc alterations permit,12/10/2015,3554,003,1922,Mission,,mandatory soft story retrofit per soft story mandate chapter 34b of the  s.f. bldg code using 2012 iebc appendix a-4 (residential),issued,,4.0,4.0,75000.0,125000.0,apartments,6.0,9.0,apartments,6.0,2.0,94103.0
201401146188,otc alterations permit,01/14/2014,1678,015,883,35th,,"at 2nd floor remodel extg kitchen, remove walls and replace with new beams. at 3rd floor new master bathroom and remodel extg bath new light fixture and  outlets. all work per plan, add new laundry.",complete,,3.0,3.0,40000.0,40000.0,1 family dwelling,1.0,1.0,1 family dwelling,1.0,2.0,94121.0
201401065642,sign - erect,01/06/2014,3531,011,280,South Van Ness,,to erect  electric wall sign,issued,,1.0,,1500.0,1500.0,automobile sales,0.0,9.0,,,2.0,94103.0
201307121700,otc alterations permit,07/12/2013,2060,021,1620,Ortega,,bathroom remodel - new tile and fixtures - all work in existing footprint - no structural.,complete,,2.0,2.0,10000.0,10000.0,1 family dwelling,1.0,4.0,1 family dwelling,1.0,0.0,94122.0
201401307435,additions alterations or repairs,01/30/2014,0237,013,220,Battery,,revision to pa#2012-05-30-1433. repaired store front system matching (e) in kind. new elevator penthouse. compliance with ordinance no. 155-13 not required. excavation <50 cu.yd.,issued,Y,2.0,2.0,50000.0,50000.0,office,,3.0,office,,2.0,94111.0
M728289,otc alterations permit,10/06/2016,3786,018,85,Bluxome,,street space permit,issued,,,,,1.0,,,6.0,,,,94107.0
201510159797,otc alterations permit,10/15/2015,6006,024,275,Vienna,,to comply with nov. #201567181. install kitchen counters and install new garage door in existing opening.,complete,,2.0,2.0,5000.0,5000.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,0.0,94112.0
201606281133,otc alterations permit,06/28/2016,1058,001,1,Wood,,soft story retrofit to comply with sfbc chap 34b based on iebc appx a4,issued,,4.0,4.0,120000.0,250000.0,apartments,30.0,2.0,apartments,30.0,2.0,94118.0
201801098189,otc alterations permit,01/09/2018,1704,027,1276,47th,,replace four (4) front facing aluminum windows to fiberglass windows within exisitng openings. no change to configuration. property dates to 1965.,filed,,,,,,,,4.0,,,2.0,94122.0
201309066125,otc alterations permit,09/06/2013,0148,020,875,Vallejo,,front bldg - upgrade stair structural support. no other changes to stair occurring.,complete,,3.0,3.0,7500.0,7500.0,apartments,3.0,3.0,apartments,3.0,2.0,94133.0
M816512,otc alterations permit,08/04/2017,0620,015,1700,Polk,,street space,issued,,,,,1.0,,,3.0,,,,94109.0
201405226504,otc alterations permit,05/22/2014,4965,006,918,Ingerson,,"remove wall finishes, repair dry wall, retile floor due to water damage, plumbing as needed.",filed,,2.0,2.0,5800.0,5800.0,1 family dwelling,1.0,10.0,1 family dwelling,1.0,0.0,94124.0
201707202461,otc alterations permit,07/20/2017,5381,046,83,Scotia,,"remove dryrotted siding in various places (1x8 sliplap redwood). replace side door, & molding. replace dryrotted window molding. at rear of the house.",complete,,1.0,1.0,4800.0,4800.0,1 family dwelling,1.0,10.0,1 family dwelling,1.0,0.0,94124.0
201602260594,otc alterations permit,02/26/2016,3727,094,1131,Mission,,revision to 2015-0824-5032 for electrical title 24. t-24 building envelope is approved under appl# 2015-0803-3100.  compliance with maher ordinance no 155-13 not required.,complete,,2.0,2.0,1.0,1.0,manufacturing,0.0,6.0,workshop commercial,0.0,2.0,94103.0
201608023946,otc alterations permit,08/02/2016,5540,021,1705,Alabama,,re-roofing,issued,,2.0,2.0,6700.0,6700.0,1 family dwelling,1.0,9.0,1 family dwelling,1.0,0.0,94110.0
201512165217,otc alterations permit,12/16/2015,3504,019,86,Otis,,to obtain a final inspection for work approved under pa#200903204567 & pa#200909247628. all work is complete.,complete,,3.0,3.0,1.0,1.0,nite club,0.0,6.0,office,0.0,0.0,94103.0
M594587,otc alterations permit,06/10/2015,0211,001,945,Stockton,,street space permit /renewal of permit #1357024,issued,,,,,1.0,,,3.0,,,,94108.0
201506017614,otc alterations permit,06/01/2015,5875,020,65,Dunsmuir,,reroofing,issued,,2.0,2.0,13396.0,13396.0,1 family dwelling,1.0,9.0,1 family dwelling,1.0,0.0,94134.0
201712196877,sign - erect,12/19/2017,0509,007,3214,Fillmore,,install awning on (e) framing for modern acupuncture,issued,,2.0,,3000.0,3000.0,clinics-medic/dental,,2.0,,,2.0,94123.0
201504244534,otc alterations permit,04/24/2015,7331,226,153,Summit,,"deffered submittal pa # 2015 0121 6215 - type c elev a - by ref to pa# 201401317504 master permit plan, & pa# 201403100320 master bld roof truss plan & calcs",issued,,,4.0,3000.0,3000.0,vacant lot,,7.0,2 family dwelling,2.0,2.0,94132.0
201711204394,otc alterations permit,11/20/2017,3735,046,55,Hawthorne,,8th floor:relocate (e) sprinkler due to new ceilings and wall configuration ref pa 2017-0926-9643,complete,,11.0,11.0,17529.0,17529.0,office,0.0,6.0,office,0.0,2.0,94105.0
201401075757,otc alterations permit,01/07/2014,1642,060,692,03rd,0.0,"replace 3 windows like for like with andersen paintable composite - not visible form street.  u-factor <.40, bedrooms to comply with egress",issued,,2.0,2.0,6362.0,6362.0,2 family dwelling,2.0,1.0,2 family dwelling,2.0,0.0,94118.0
201308083827,otc alterations permit,08/08/2013,3800,007,890,07th,,install new hvac system for tenant improvement,complete,,7.0,7.0,15000.0,15000.0,office,224.0,10.0,office,224.0,2.0,94107.0
201307081336,otc alterations permit,07/08/2013,6409,018,100,Amazon,,"replace cabinets in kitchen. replace toilet, vanity set & tiles in bathroom.",complete,,2.0,2.0,3000.0,6000.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,0.0,94112.0
201701137197,additions alterations or repairs,01/13/2017,6169,017,4,Ankeny,,"legalization unit @ ground flr per ordinance 43-14. add (2) new class-1 bicycle parking spaces. provide 1-hr rated separation between (n) & (e) units, add bedroom, bathroom & workroom to (e) house.",issued,,2.0,2.0,25000.0,150000.0,1 family dwelling,1.0,10.0,2 family dwelling,2.0,2.0,94134.0
201407090798,otc alterations permit,07/09/2014,2750,005,310,Diamond,,"remodel ground floor bathroom - change tub to shower, new tile, new fixtures.",complete,,2.0,2.0,9037.02,9037.02,1 family dwelling,1.0,8.0,1 family dwelling,1.0,0.0,94114.0
201404153261,sign - erect,04/15/2014,3511,018,1550,Howard,,to install (1) illuminated blade sign,expired,,3.0,,2000.0,2000.0,food/beverage hndlng,0.0,6.0,,,2.0,94103.0
201301147935,otc alterations permit,01/14/2013,0987,022,3511,Jackson,,no work to front facade-2nd floor interior remodel with partial lightwell infill. modification from gabled roof to flat roof at rear of residence,complete,Y,2.0,2.0,35000.0,35000.0,1 family dwelling,1.0,2.0,1 family dwelling,1.0,2.0,94118.0
201310229954,otc alterations permit,10/22/2013,0663,053,1963,Pine,0.0,"open wall between kitchen and living room, remodel kitchen and two bathrooms. in unit 1963 pine street",complete,,3.0,3.0,75000.0,75000.0,apartments,3.0,5.0,apartments,3.0,2.0,94109.0
201604225524,otc alterations permit,04/22/2016,5712,028,3575,Mission,,"kitchen remodel: new cabinets, counter, flooring, lighting. replace same location. bathroom remodel: new fixtures in same location, new finishes/lights.",issued,,1.0,1.0,36000.0,36000.0,1 family dwelling,1.0,9.0,1 family dwelling,1.0,0.0,94110.0
M866367,otc alterations permit,12/13/2017,0552,017,2550,Gough,,street space,issued,,,,,1.0,,,,,,,
201612094556,additions alterations or repairs,12/09/2016,6635,053,31,29th,,rebuild fire damage. vertical addition & interior alterations for new 2nd dwelling unit. add 2 bed & 1 bath. type iiib to iiib & va.** maher: n/a **,issued,Y,3.0,4.0,250000.0,250000.0,1 family dwelling,1.0,9.0,2 family dwelling,2.0,2.0,94110.0
M657727,otc alterations permit,01/25/2016,0152,022,1718,Hyde,,street space,issued,,,,,1.0,,,3.0,,,,94109.0
201801037734,otc alterations permit,01/03/2018,0231,023,2,Embarcadero Center,,"4th fl - non structural, demo. (n) non-structural partitions, lighting, doors, electrical, finishes. no change in occupancy, use or area. mep, life safety, sprinklers under sep permit. maher n/a",issued,,30.0,30.0,146172.0,146172.0,office,0.0,3.0,office,0.0,2.0,94111.0
201708074024,otc alterations permit,08/07/2017,3507,040,1455,Market,,re-program sequence of operation for fire alarms for the entire building. maher na,issued,,23.0,23.0,87000.0,87000.0,office,0.0,6.0,office,0.0,2.0,94103.0
201706068569,otc alterations permit,06/06/2017,3785,004,424,Townsend,,"install manual & automatic fire alarm system including control panel, smoke detector, pull station & notification appliances in remodel core & shell vacant building. install monitor modules to tie-in waterflow & tamper to new panel. ti #201612013868 & 201703151503. n/a maher ordinance",complete,,1.0,1.0,6200.0,6200.0,office,0.0,6.0,office,0.0,2.0,94107.0
M830567,otc alterations permit,09/11/2017,0568,023,1827,Vallejo,,street space,issued,,,,,1.0,,,2.0,,,,94123.0
201403120541,otc alterations permit,03/12/2014,3141,005,325,Edna,,repair sidng on front of garage and strengthen 2x6 that supports garage doorl,complete,,2.0,2.0,1000.0,1000.0,1 family dwelling,1.0,7.0,1 family dwelling,1.0,0.0,94112.0
201608256056,otc alterations permit,08/25/2016,3566,055,401,Church,,"revision to remove items from the scope of permitted work ref. permit 201603232869r1,201605238113: ceiling mounted projectors in classrooms, new lighting @ bulletin bd, and corridors, fire alarms.",issued,,2.0,2.0,1.0,1.0,school,0.0,8.0,school,0.0,2.0,94114.0
201504234496,otc alterations permit,04/23/2015,0095,049,1274,Filbert,1.0,"voluntary partial lateral load bracing at n. end of garage level with 2-steel moment frames.  foundation reinforcement at s.w. & n.w. ends of the west wall with 14"" dia drilled concrete piers.",complete,,3.0,3.0,65000.0,65000.0,apartments,3.0,2.0,apartments,3.0,2.0,94109.0
201403251662,otc alterations permit,03/25/2014,6565,053,3974,Cesar Chavez,0.0,remodel (e) kitchen at 2nd floor.  painting.,issued,,2.0,2.0,12000.0,12000.0,2 family dwelling,2.0,8.0,2 family dwelling,2.0,0.0,94131.0
201512084518,otc alterations permit,12/08/2015,3710,017,350,Mission,,"revision to pa 2015-0609-8529 revision to finishes, carpet, millwork. minor partition & door changes. minor lighting revisions mep included. maher na",complete,,30.0,30.0,225000.0,225000.0,office,,6.0,office,,2.0,94105.0
201507101178,additions alterations or repairs,07/10/2015,3785,009,651,Brannan,,"1-4th floors: fire sprinkler t.i.  to add 337 sprinkler, relocate 41 sprinkler and plug 5 sprinklers. n/a for the maher.",issued,,4.0,4.0,196862.0,196862.0,office,0.0,6.0,office,0.0,2.0,94107.0
201501145694,otc alterations permit,01/14/2015,1552,041,512,10th,,"bathroom remodle in kind, no structural changes.",complete,,2.0,2.0,12000.0,13405.0,1 family dwelling,1.0,1.0,1 family dwelling,1.0,0.0,94118.0
201505136180,otc alterations permit,05/13/2015,0287,025,445,Bush,,modify the existing rear fire escape exit ladder from 2nd fl,complete,,9.0,9.0,8000.0,8000.0,office,0.0,,office,0.0,2.0,
M442987,otc alterations permit,11/12/2013,2890,018,65,Balceta,,street space and sidewalk repair,issued,,,,,1.0,,,7.0,,,,94127.0
M727711,otc alterations permit,10/04/2016,1671,008C,890,29th,,street space,issued,,,,,1.0,,,1.0,,,,94121.0
201405054906,otc alterations permit,05/05/2014,1643,017,765,Arguello,,reroofing,complete,,3.0,3.0,11800.0,11800.0,apartments,8.0,1.0,apartments,8.0,0.0,94118.0
M439087,otc alterations permit,10/29/2013,1852,003,1515,06th,,street space permit,issued,,,,,1.0,,,7.0,,,,94122.0
201303122033,otc alterations permit,03/12/2013,2125,007,1922,10th,,reroofing,complete,,2.0,2.0,12900.0,12900.0,1 family dwelling,1.0,7.0,1 family dwelling,1.0,0.0,94116.0
201510089275,otc alterations permit,10/08/2015,0235,003,41,Drumm,,"remove concrete sidewalk, install (n) waterproof membrane, drain mat & replace concrete sidewalk (265 square feet). topping slab only.",complete,,2.0,2.0,20000.0,20000.0,retail sales,0.0,3.0,retail sales,0.0,0.0,94111.0
201706139123,otc alterations permit,06/13/2017,2122A,006I,1939,12th,,replacing 2 windows like for like with paintable wood composite and wood clad. of the 2; 1 is street facing. replacing aluminum with paintable wood composite and wood clad in front. (u factor less than .32 bedrooms comply with egress),issued,,1.0,1.0,5599.0,5599.0,1 family dwelling,1.0,7.0,1 family dwelling,1.0,0.0,94116.0
201602099119,otc alterations permit,02/09/2016,3145,004,267,Santa Rosa,,reroofing,complete,,1.0,1.0,33937.0,33937.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,0.0,94112.0
201402148622,otc alterations permit,02/14/2014,1385,064,261,25th,2.0,"unit 2 - replace kitchen cabinets & floor, 10' x 10', 4 new cans.  2 bathrooms 1-5' x 8', replace fixtures as is  2- replace fixtures and replace (e) walkin shower. to compley with cec150(k) 8 & 10",complete,,2.0,2.0,30000.0,30000.0,christmas tree lot,2.0,1.0,christmas tree lot,2.0,0.0,94121.0
201508053381,otc alterations permit,08/05/2015,0317,014,556,Jones,0.0,"abatement of nov #201558951: remove unpermitted aluminum window at front sister 6 dry rotted floor joists in kind, replace (e0 sheathing as required, replace (e0 title flooring as required.",issued,,6.0,6.0,5000.0,5000.0,retail sales,40.0,6.0,retail sales,40.0,2.0,94102.0
201510139472,otc alterations permit,10/13/2015,1848,032,1474,06th,,remove and replace damaged second floor stucco at front elevation with stucco in kind.,complete,,2.0,2.0,6000.0,6000.0,1 family dwelling,1.0,5.0,1 family dwelling,1.0,0.0,94122.0
201703222023,otc alterations permit,03/22/2017,3709,020,50,Fremont,,"replace out, like for like, a electric-driven fire pump controller.  new controller is a listed firetrol model fta1000 fire pump controller",filed,,42.0,42.0,12000.0,0.0,office,0.0,6.0,office,0.0,2.0,94105.0
M814767,otc alterations permit,07/31/2017,0062,016,464,Lombard,,street space,issued,,,,,1.0,,,3.0,,,,94133.0
201306199966,otc alterations permit,06/19/2013,3538,024,828,14th,,"kitchen remodel/replace in kind, no structural work.  to obtain final inspection for work approved under app#200301074718. all work is complete.",complete,,3.0,3.0,1.0,1.0,apartments,3.0,8.0,apartments,3.0,0.0,94114.0
201710252247,otc alterations permit,10/25/2017,0269,020,485,Pine,,"g/f -provide new food counter for (e) restaurant, 20% ada upgrade.",issued,,2.0,2.0,35000.0,47000.0,food/beverage hndlng,0.0,3.0,food/beverage hndlng,0.0,2.0,94104.0
201306129376,otc alterations permit,06/12/2013,1012,023,312,Maple,,"remodel of existing garage, including relocating of (e) furnace, new garage door and plantor box.  revision to existing pa# 201305146792",complete,,3.0,3.0,5000.0,5000.0,1 family dwelling,1.0,2.0,1 family dwelling,1.0,2.0,94118.0
201612155039,otc alterations permit,12/15/2016,0229,018,450,Sansome,0.0,"9th floor - revision to  pa 2016-0729-3711, selective demo of non-structural partitions, build back training room, conference room. maher na",complete,,19.0,19.0,135000.0,135000.0,office,0.0,3.0,office,0.0,2.0,94111.0
201401216727,otc alterations permit,01/21/2014,6532,010A,350,San Jose,,reroofing,issued,,2.0,2.0,19600.0,19600.0,apartments,4.0,8.0,apartments,4.0,0.0,94110.0
201603091566,otc alterations permit,03/09/2016,7321,001,200,Cardenas,,reroofing,complete,,2.0,2.0,25384.0,25384.0,apartments,23.0,7.0,apartments,23.0,0.0,94132.0
201409176605,otc alterations permit,09/17/2014,0813,010,1390,Market,0.0,"saw cutting of existing slab at 2/f and roof levels, reinforcement of exposed slab edges, construction of light gage steel partition shaft between 2/f & roof. n/a ordinance #155-13",complete,,29.0,29.0,15000.0,15000.0,retail sales,448.0,6.0,retail sales,448.0,2.0,94102.0
201506159018,otc alterations permit,06/15/2015,1015,052,3905,Sacramento,,"3rd floor suite #306 & #307: t.i. (e) clinic space. addition of accessible exam room and toilet, selective demo, new partitions, floor finishes, painting, ceiling, lighting, cabinetry and modification to (e) electrical, plumbing and hvac. mep under separate permit.",filed,,3.0,3.0,140000.0,0.0,office,0.0,2.0,office,0.0,2.0,94118.0
201303041439,otc alterations permit,03/04/2013,0782,036,937,Mcallister,,"bldg #1:  repl roof windows in kind  units 803,805,807,809,811,813,815,817,819,821,823,825,827,829,831,833,835,837 same location 18 windows and 1 end window",complete,,3.0,3.0,8750.0,8750.0,apartments,27.0,5.0,apartments,27.0,0.0,94102.0
201308093998,additions alterations or repairs,08/09/2013,3731,119,47,Moss,,"site permit only, change of use from industrial to residential including 3 bedrooms, 1 kitchen, 3.5 baths and vertical extension approx 62""",complete,Y,2.0,2.0,1000000.0,1000000.0,manufacturing,0.0,6.0,1 family dwelling,1.0,2.0,94103.0
201703161642,otc alterations permit,03/16/2017,2769,045,475,Diamond,,12 front windows and one in the back replacement existing windows vinyl new to be installed fiberglass clad. new windows to be bigger high only; interior doors replacement;,issued,,3.0,3.0,14000.0,14000.0,2 family dwelling,2.0,8.0,2 family dwelling,2.0,0.0,94114.0
201310290511,otc alterations permit,10/29/2013,3777,042,163,Freelon,,like for like voluntary system replacement (n) facp in a fully sprinklered bldg-replace (e) 1 smoke & 2 pull stations at the same location. 2 (e) horn/strobes remain the same,complete,,2.0,2.0,2100.0,2100.0,office,0.0,6.0,office,0.0,2.0,94107.0
201709289795,otc alterations permit,09/28/2017,7019,031,34,Brighton,,"fire damage new roof, carpentry, eletrical, plumbing and living area.",issued,,1.0,1.0,130000.0,130000.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,0.0,94112.0
201512296011,otc alterations permit,12/29/2015,1223,004,1099,Masonic,,install a new fire sprinkler system on 1st floor. nfpa 13 and 2nd to 4th floors to be nfpa 13r. ref app#201312023084.,complete,,4.0,4.0,84000.0,85000.0,apartments,38.0,5.0,apartments,38.0,2.0,94117.0
201605137402,wall or painted sign,05/13/2016,3914,002,155,Rhode Island,,"2 graphic sign on windows. n/a for maher (b, c) ref pa#201605137398",issued,,,,1000.0,1000.0,,,10.0,,,2.0,94103.0
201801027660,otc alterations permit,01/02/2018,3537,085,449,Duboce,,"to comply with his nov's 201703341 & 201703401 dated 91/2/2017 & 9/5/2017; repair handrails only, single fun of stairs",complete,,1.0,1.0,800.0,800.0,2 family dwelling,2.0,8.0,2 family dwelling,2.0,0.0,94114.0
201703201851,sign - erect,03/20/2017,0313,001,103,Geary,,"to erect electric, wall, single faced sign.",issued,,3.0,,3000.0,3000.0,retail sales,0.0,3.0,,,2.0,94108.0
M525747,otc alterations permit,10/09/2014,0928,053,3420,Divisadero,,street space permit,issued,,,,,1.0,,,2.0,,,,94123.0
201304255448,otc alterations permit,04/25/2013,0293,006,150,Post,,"as builts for app#201201172320. revisions include: revised sequence of operation, a complete riser diagram for the entire building. 100% functionality testing is required + 10% of existing field devices.",issued,,7.0,7.0,1.0,1.0,office,0.0,3.0,office,0.0,2.0,94108.0
201407141187,otc alterations permit,07/14/2014,5410,008,56,Lucy,,revision to app#201308235132. install 4 new solar tubes and one new  skylight.,expired,,2.0,2.0,1.0,1.0,2 family dwelling,2.0,10.0,2 family dwelling,2.0,2.0,94124.0
201704113694,otc alterations permit,04/11/2017,3706,272,18,Yerba Buena,,installation of ansul r102 fire suppression system in the main kitchen  area. fire alarm deferred.  ref#201701237662,issued,,36.0,36.0,3000.0,3000.0,food/beverage hndlng,139.0,6.0,food/beverage hndlng,139.0,2.0,94103.0
201406027297,sign - erect,06/02/2014,3180,003,1250,Ocean,,existing illuminated blade sign to be relocated to a high point.,issued,,5.0,,2000.0,2000.0,retail sales,,7.0,,,2.0,94112.0
201707111556,otc alterations permit,07/11/2017,0809,020,311,Grove,0.0,install temporary shorning and underpinning along property to allow for new development under 201502269406,withdrawn,,,5.0,200000.0,0.0,,,5.0,apartments,8.0,2.0,94102.0
201710060611,otc alterations permit,10/06/2017,6535,002,1156,Dolores,,new pre-fabricated spa on (e) roof terrace.,complete,,4.0,4.0,3000.0,3000.0,2 family dwelling,2.0,8.0,2 family dwelling,2.0,2.0,94114.0
201603020985,otc alterations permit,03/02/2016,2699,046,4429,19th,,reroofing,complete,,3.0,3.0,8000.0,8000.0,2 family dwelling,2.0,8.0,2 family dwelling,2.0,0.0,94114.0
201703232201,otc alterations permit,03/23/2017,2378,035,2444,Great,,repair weather proofing on north side of existing cornice; replace missing siding on cornice & repair area where  drain pipe penetrated cornice. to comply with notice of violation #201763252. seal and waterproof on all outside faces.,complete,,4.0,4.0,3000.0,3000.0,apartments,20.0,4.0,apartments,20.0,0.0,94116.0
M530007,otc alterations permit,10/22/2014,0133,042,480,Vallejo,,street space permit,issued,,,,,1.0,,,3.0,,,,94133.0
201606069139,otc alterations permit,06/06/2016,7381,012,122,Lake Merced Hill St South,,replace 5 windows and 2 patio doors not visable. no structural  changes. max u-factor 0.32 vinyl,complete,,2.0,2.0,13500.0,13500.0,1 family dwelling,1.0,7.0,1 family dwelling,1.0,0.0,94132.0
201410239713,otc alterations permit,10/23/2014,4085,004,826,Florida,,re-roofing,complete,,2.0,2.0,20900.0,20900.0,1 family dwelling,1.0,9.0,1 family dwelling,1.0,0.0,94110.0
201306038464,otc alterations permit,06/03/2013,0343,001,55,Taylor,,to obtain final inspection for work approved under pa 200812229060; all work is complete,issued,,5.0,5.0,1.0,1.0,theater,116.0,6.0,theater,116.0,0.0,94102.0
201704184290,otc alterations permit,04/18/2017,0285,006,450,Sutter,,"suite #1341: interior tenant improvement including new non bearing partitions, fixutures in e tenant suite on 13th fl to accommodate new medical office. mechanical, elec, plumbing, lighting, life safety on design build basis as req and submitted as separate permits. no exterior work",complete,,26.0,26.0,31687.2,31687.2,clinics-medic/dental,0.0,3.0,clinics-medic/dental,0.0,2.0,94108.0
